ASIN,ASIN_body,commodity_item,brandName,price,comments,star_level,ranking,DATE
B01GIBNW7C,"Entsport E Series - Conqueror 3-Piece Spinning Rod Portable Graphite Spinning Fishing Rod Heavy Fishing Rod Spin (30-50 Lbs, 1 Year Limited Warranty)","['B01GIBNW7C', 'B07R3RDCVW', 'B01GIBNW4A']",Entsport,$42.99,38 ratings,4 out of 5,"['#358,614 in Sports & Outdoors (', ')']","['0.32 ounces', '0.3 ounces (', ')', 'B01GIBNW7C', '#358,614 in Sports & Outdoors (', ')']"
B07HD3295T,"Akataka Ice Fishing Rod,Ice Fishing Pole with Carbon Fiber Constructions Sensitive Tip 3A Cork Handle for Kids and Adults",null,Akataka,null,10 ratings,4.7 out of 5,"['#104,459 in Sports & Outdoors (', ')']","['26 x 2.9 x 2.9 inches', '1.4 pounds (', ')', 'B07HD3295T', '#104,459 in Sports & Outdoors (', ')']"
B07CY1MYFM,Huntvp Fishing Reel Bag Portable Outdoor Fishing Reel & Gear Bag Carry Storage Water-Resistant Fishing Tackle Bags,null,Huntvp,null,3 ratings,4.5 out of 5,"['#184,526 in Sports & Outdoors (', ')']","['7 ounces', '7.2 ounces (', ')', 'B07CY1MYFM', '#184,526 in Sports & Outdoors (', ')']"
B07W999FPH,Toasis Fishing Spinning Baitcast Rod Telescopic Fishing Pole 7 Models,null,Toasis,$17.68,2 ratings,4 out of 5,"['#557,940 in Sports & Outdoors (', ')']","['5.6 ounces (', ')', 'B07W999FPH', '#557,940 in Sports & Outdoors (', ')']"
B07PP3K4BX,"OSAGE RIVER Fishing Backpack, Tackle and Rod Storage","['B07PP3K4BX', 'B07S942C8H', 'B07PT34WNW', 'B07S93J931']",OSAGE RIVER,null,50 ratings,4.6 out of 5,"['#63,502 in Sports & Outdoors (', ')']","['18 x 12.5 x 2.5 inches ; 2.1 pounds', '2.4 pounds (', ')', 'B07PP3K4BX', 'for Proposition 65 warning.', 'ORFBPBLK', '#63,502 in Sports & Outdoors (', ')']"
B006WC0AR8,KUFA Sports Fly Rod Tube Case with Pouch,null,KUFA Sports,$34.99-$39.99,6 ratings,3.5 out of 5,null,"['B00N8N7Q12', 'FL96-Parent']"
B00JJ6O9MQ,"Temple Fork: Rod and Reel Carrier (For 4pc, 8' rods)",null,Temple Fork Outfitters,$39.95,14 ratings,3.8 out of 5,"['#433,740 in Sports & Outdoors (', ')']","['36 x 6 x 6 inches', '1.2 pounds (', ')', 'B00JJ6O9MQ', 'TF RRC 84', '#433,740 in Sports & Outdoors (', ')']"
B07LCM45ZH,UNISTRENGH Fishing Rod Case Portable Folding Fishing Rod Case Fishing Pole Reel Storage Bag Fishing Gears Organizer 80cm/90cm/100cm/120cm,"['B07LCM45ZH', 'B07LCLD4SF']",Unistrengh,$39.99-$79.99,3 ratings,5 out of 5,"['#168,522 in Sports & Outdoors (', ')']","['B07LCN6WDW', '#168,522 in Sports & Outdoors (', ')']"
B07DCRNFSD,Toasis Fishing Rod Carrier Bag Fishing Pole Carrying Case for Travel Black Color,null,Toasis,$19.95-$22.96,13 ratings,3.4 out of 5,"['#170,857 in Sports & Outdoors (', ')']","['B07DCSCDK9', '#170,857 in Sports & Outdoors (', ')']"
B07QMNTK1P,"The X5 Adventure Travel Fishing Combination. 5 Fishing RODS in ONE. The Interchangeable Spin, Fly, Bait, Travel Fishing rods and reels. British Design. Rigged and Ready Travel Fishing",null,RIGGED & READY TRAVEL FISHING,null,null,null,"['#112,275 in Sports & Outdoors (', ')']","['2.1 pounds (', ')', 'B07QMNTK1P', '#112,275 in Sports & Outdoors (', ')']"
B01I57SGYQ,"Sougayilang Fishing Rod Reel Combos, Collapsible Telescopic Fishing Pole with Spinning Reel Kit for Adults Kids Outdoor Sport Travel Freshwater Saltwater Fishing","['B01I57SGZ0', 'B01I57SHZY']",Sougayilang,$39.99-$64.99,255 ratings,3.4 out of 5,"['#48,013 in Sports & Outdoors (', ')']","['B07GQY3J87', '#48,013 in Sports & Outdoors (', ')']"
B07K2GP1PZ,Trophy Angler Black Widow Hard-Sided Ice Rod Case 36'' ASG-BWHC-36,null,Trophy Angler,null,null,null,"['#535,179 in Sports & Outdoors (', ')']","['36 x 12 x 5 inches', '5 pounds (', ')', 'B07K2GP1PZ', '#535,179 in Sports & Outdoors (', ')']"
B07HZLZ556,"High Altitude Lightweight Telescopic Fishing Rod Case for Travel, Hard Shell for Pole, Pad Pouch for Reel and Bag for Fishing Tackle, Highly Portable Hiking, Travel, Backpacking Gear",null,High Altitude Brands,null,1 rating,5 out of 5,"['#227,901 in Sports & Outdoors (', ')']","['17.8 x 6 x 3 inches', '2.1 pounds (', ')', 'B07HZLZ556', '#227,901 in Sports & Outdoors (', ')']"
B07JVC6BLG,Kalex Telescopic Fishing Kit & Combo,null,Kalex,$19.62-$95.99,60 ratings,4.3 out of 5,"['#12,746 in Sports & Outdoors (', ')']","['B07P6MB6WD', '#12,746 in Sports & Outdoors (', ')']"
B07YKPPXDB,"Goture 3Pcs Bass Fishing Rods,XF-Action//Chameleon PaintCasting&Spinning Models with Case",null,Goture,null,4 ratings,5 out of 5,"['#190,908 in Sports & Outdoors (', ')']","['1.5 pounds (', ')', 'B07YKPPXDB', '#190,908 in Sports & Outdoors (', ')']"
B07MGFQFYY,"Casting Spinning Fishing Rod, 4 Piece Portable Bass Rods with Tube Case Lightweight Carbon Fiber 6.9ft/7.9ft","['B07MGFQFYY', 'B07MGFR88K']",Shaddock Fishing,$57.99-$69.99,1 rating,5 out of 5,"['#699,207 in Sports & Outdoors (', ')']","['B07MK1PHGM', '#699,207 in Sports & Outdoors (', ')']"
B07RMFX5QZ,Aventik Dual Cordura Fly Rod Tube with Reel Pouch Fly Fishing Case Exterior Zipped Mesh Pocket 9ft/11ft/15ft 4pcs Dual Fly Rod,"['B07RNVZZ86', 'B07RMFX5QZ', 'B07RMT7TJV']",Aventik,null,null,null,"['#350,176 in Sports & Outdoors (', ')']","['4.1 pounds (', ')', 'B07RMFX5QZ', '#350,176 in Sports & Outdoors (', ')']"
B07HCKWM71,Sougayilang Fishing Rod Reel Combos Telescopic Fishing Pole with Spinning Reel for Adults Kids Outdoor Sport Travel Freshwater Saltwater Fishing,"['B07HCBHJ5B', 'B07HC9PCC3']",Sougayilang,$29.65-$55.98,75 ratings,3.7 out of 5,"['#17,327 in Sports & Outdoors (', ')']","['B082PMM9NF', '#17,327 in Sports & Outdoors (', ')']"
B01KYSGFEW,"Fiblink Portable Saltwater 3-Piece Travel Graphite Heavy Boat Rod Trolling Fishing Rods with Rod Case (20-50-Pound, Heavy)",null,Fiblink,$54.98-$64.99,40 ratings,3.9 out of 5,"['#172,318 in Sports & Outdoors (', ')']","['B01KYSGF7Y', '#172,318 in Sports & Outdoors (', ')']"
B07SG2M31V,Z Aventik Carbon and Super Glass Fly Fishing Rod Tube(Case) CNC Aluminum Cap – fits Any 9ft 4pcs Fly Rod,"['B07SK724BZ', 'B07SG2M31V', 'B07SK6C3Q4', 'B07SK63H3P', 'B07Z4NRRF6', 'B07Z4RKKN9', 'B07Z4S2WRJ']",AVENTIK EUPHENG,$36.99,6 ratings,5 out of 5,"['#244,702 in Sports & Outdoors (', ')']","['1 pounds (', ')', 'B07SG2M31V', '#244,702 in Sports & Outdoors (', ')']"
B07HJ3TFMH,"NetAngler Fly Fishing Rod and Reel Combo 4-Piece Fly Fishing Rod 5wt Aluminum Fly Reel 28 Pieces Flies Kit with Free Rod Tip,Backing,and Cloth Carry Bag",null,NetAngler,null,55 ratings,4.2 out of 5,"['#30,845 in Sports & Outdoors (', ')']","['2.2 pounds (', ')', 'B07HJ3TFMH', '#30,845 in Sports & Outdoors (', ')']"
B07QH49GWH,Sougayilang Saltwater Freshwater Fly Fishing Rod with Reel Combo Kit,"['B074SGPYSG', 'B07QK7WC8S', 'B07QH49GWH', 'B07QJ8QQHM']",Sougayilang,$79.99,69 ratings,4 out of 5,"['#24,875 in Sports & Outdoors (', ')']","['2 pounds (', ')', 'B07QH49GWH', '#24,875 in Sports & Outdoors (', ')']"
B07YNV3L9G,Trophy Angler Black Widow Hard-Sided Ice Rod Case 45'' ASG-BWHC-45,null,Trophy Angler,null,null,null,"['#346,036 in Sports & Outdoors (', ')']","['45 x 12 x 6 inches', '4 pounds (', ')', 'B07YNV3L9G', '#346,036 in Sports & Outdoors (', ')']"
B07JM3JTC1,"Kids Fishing Pole,Telescopic Fishing Rod and Reel Combos with Spincast Fishing Reel and String with Fishing Line","['B079DQDY6V', 'B07JWDYW17', 'B07JMSG7KB', 'B07JM3JTC1']",PLUSINNO,$26.99-$36.99,217 ratings,4.6 out of 5,"['#4,192 in Sports & Outdoors (', ')']","['B079DNGRST', '#4,192 in Sports & Outdoors (', ')']"
B00MK16KRO,"Allen Spring Creek Fishing Reel & Gear Bag, Olive",null,Allen Company,$22.70-$498.99,37 ratings,4.7 out of 5,null,['B07YDZSPPC']
B004CFYX0C,"Ice Rod Slick Pink (2 pk) Prevents Tangled Lines, Organize and Protect Your Rod Investment",null,Clam (CLAM0),$18.66,1 rating,4 out of 5,"['#204,340 in Sports & Outdoors (', ')']","['3.5 ounces (', ')', 'B004CFYX0C', '#204,340 in Sports & Outdoors (', ')']"
B07MQRXSKP,4 Piece Fly Fishing Rod with IM7 Carbon Fiber Blank - Medium Action Fly Rods Lightweight Smooth Chromed Guides with Rod Case 8ft 3/4/5/6WT Fishing Rod,null,Shaddock Fishing,$59.99-$69.99,1 rating,5 out of 5,"['#182,058 in Sports & Outdoors (', ')']","['B07M83W2RL', '#182,058 in Sports & Outdoors (', ')']"
B01BO4FFXC,Orvis Safe Passage Rod/Reel Case - 4 pc,null,Orvis,$65.00-$85.00,10 ratings,4.8 out of 5,"['#144,348 in Sports & Outdoors (', ')']","['0.16 ounces', '0.2 ounces (', ')', 'B07WHFC7QX', '#144,348 in Sports & Outdoors (', ')']"
B07WJ8YH7Y,"Fishing Rod and Reel Combos Telescopic Fishing Pole Spinning Reels Full Kit, 1.3M & 1.6M Fishing Rods + 2PCS Spinning Reels + Lures Hooks + Fishing Bag, Travel Fishing Kit for Kids Family Beginners",null,Byzy,$40.99,12 ratings,4.6 out of 5,"['#81,400 in Sports & Outdoors (', ')']","['1.8 pounds (', ')', 'B07WJ8YH7Y', '#81,400 in Sports & Outdoors (', ')']"
B07Z7731V3,"Kids Fishing Pole Reel Combos, Ultralight Telescopic Fishing Rod + Spinning Reel + Spincast Baits + Fishing Line with Portable Tackle Box for Boys Girls Youth Anglers Freshwater Saltwater","['B07Z7731V3', 'B07Z7HW5TY']",Byzy,$32.99,null,null,"['#199,944 in Sports & Outdoors (', ')']","['1.3 pounds (', ')', 'B07Z7731V3', '#199,944 in Sports & Outdoors (', ')']"
0692221166,Crappie: How to Catch Them Spring and Summer,null,null,null,12 ratings,3.8 out of 5,"['#717,948 in Books (', ')']","['180 pages', 'John E.\\Phillips (June 4, 2014)', 'English', '0692221166', '978-0692221167', '6 x 0.4 x 9 inches', '11.7 ounces (', ')', '#717,948 in Books (', ')']"
B0000YDX5U,"BW Sports (4 Piece Fly Rod & Reel Case for 10 ft. Rods, Offers Complete Protection, Storage Pockets - RC-1004",null,BW Sports,null,48 ratings,4.1 out of 5,"['#277,344 in Sports & Outdoors (', ')']","['1.7 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item can be shipped to select countries outside of the U.S.', 'B0000YDX5U', 'RC-1004', '#277,344 in Sports & Outdoors (', ')']"
B07B64V4RN,"Mountain Cork 2.5"" x 44"" Platinum Fly Fishing Rod Case",null,Mountain Cork,null,5 ratings,3.6 out of 5,"['#502,487 in Sports & Outdoors (', ')']","['1.8 pounds (', ')', 'B07B64V4RN', '#502,487 in Sports & Outdoors (', ')']"
B00SH4VZFA,BW Sports Dual Spinning Rod and Reel Case for (7 ft.) 2-Piece Spinning Rods or Baitcasting Rods - RC-5062X,null,BW Sports,null,10 ratings,3 out of 5,"['#376,731 in Sports & Outdoors (', ')']","['4.2 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item is not eligible for international shipping.', 'B00SH4VZFA', 'RC-5062X', '#376,731 in Sports & Outdoors (', ')']"
B07LCM45ZH,UNISTRENGH Fishing Rod Case Portable Folding Fishing Rod Case Fishing Pole Reel Storage Bag Fishing Gears Organizer 80cm/90cm/100cm/120cm,"['B07LCM45ZH', 'B07LCLD4SF']",Unistrengh,$39.99-$79.99,3 ratings,5 out of 5,"['#168,522 in Sports & Outdoors (', ')']","['B07LCN6WDW', '#168,522 in Sports & Outdoors (', ')']"
B07QWK69NQ,"Aventik Hard Cordura Fly Fishing Rod Tube Hard Tops Handle Should Straps Inner Diameter 2.44 inch / 6.2cm, Length 24 inch to 35 inch Fit 9ft/10ft/11ft 4pc Fly Rod","['B07QWK69NQ', 'B07QVJZYH3', 'B07QXJ5J21']",Aventik,$24.99-$45.99,8 ratings,4.8 out of 5,"['#288,587 in Sports & Outdoors (', ')']","['B07V2WRH51', '#288,587 in Sports & Outdoors (', ')']"
B072J8VXZ9,Midwest Outfitters Fishing Rod Sleeve Rod Sock Cover 2 Pack,"['B07PGX4598', 'B07PJ1WB65', 'B07PJ1XRHH', 'B07PGWWW2T', 'B07PGX5PMS', 'B071SF7PFX', 'B071SF7MQ3', 'B074TW6C1J', 'B071LN4KZB', 'B074TZH47V', 'B074TXBNX9', 'B01N2PJ11Y', 'B072PSHY63', 'B074VTHGHX', 'B0714K8342', 'B0716J311Q']",Midwest Outfitters,$10.99-$11.99,489 ratings,4.5 out of 5,"['#15,092 in Sports & Outdoors (', ')']","['B07VTRC34J', '#15,092 in Sports & Outdoors (', ')']"
B0711H6STS,YOOKOON Fishing Tackle Packages Thickening Canvas Fishing Rod and Reel Organizer Travel Carry Case Bag,null,YOOKOON,$43.45-$46.00,1 rating,4 out of 5,"['#360,643 in Sports & Outdoors (', ')']","['3.5 pounds (', ')', 'B06XCFYQ1X', '#360,643 in Sports & Outdoors (', ')']"
B07L8XG1BR,"PLUSINNO Kids Fishing Pole,Portable Telescopic Fishing Rod and Reel Full Kits, Spincast Youth Fishing Pole Fishing Gear for Kids, Boys","['B07HKR7H8L', 'B07RSPGSQF', 'B07L8XG1BR', 'B07S2TRSTQ', 'B07HKHTD5D', 'B07RRMHLNG']",PLUSINNO,$33.99-$42.99,199 ratings,4.5 out of 5,"['#3,821 in Sports & Outdoors (', ')']","['B07HKQ85N8', '#3,821 in Sports & Outdoors (', ')']"
B07S33SSR3,CAPACI Fishing Reel Bag Protective Cover Baitcasting Trolling Spinning Fishing Reel Protective Case Pouch Sleeve Fishing Bags 3 Size 2Pack,null,CAPACI,$13.99-$17.99,2 ratings,5 out of 5,"['#77,042 in Sports & Outdoors (', ')']","['B07S59GPCK', '#77,042 in Sports & Outdoors (', ')']"
B07Z5Q7KCY,"LEIPUPA Fishing Rod Case, Portable Folding Fishing Rod Case, 4PCS Fishing Pole Reel Storage Bag Fishing Gears Organizer 130cm","['B07Z5Q7KCY', 'B07Z5PFW32']",LEIPUPA,null,null,null,"['#929,840 in Sports & Outdoors (', ')']","['B07Z5Q7KCY', '#929,840 in Sports & Outdoors (', ')']"
B07GWJF71J,"Biback Portable Folding Fishing Rod Case,Fishing Pole Reel Storage Bag Fishing Gears Organizer for Fishing and Traveling,Best Gift for Father and Friend","['B07GW7WT9N', 'B07GW1GF4Y']",Biback,$16.30,null,null,"['#995,493 in Sports & Outdoors (', ')']","['B07GWRCB7C', '#995,493 in Sports & Outdoors (', ')']"
B07XYTJKNB,"Sougayilang Telescopic Fishing Rod - 24 Ton Carbon Fiber,CNC Machined Reel Seat, Comfortable EVA Handle, Travel Fishing Rod for Bass Trout Fishing","['B07XMC7G5D', 'B07ZSF3TKV', 'B07Y59S15J', 'B07XYTJKNB']",Sougayilang,$23.99-$64.99,7 ratings,5 out of 5,"['#20,950 in Sports & Outdoors (', ')']","['5.6 ounces (', ')', 'B07XYTZH26', '#20,950 in Sports & Outdoors (', ')']"
B07H77BVLY,"Sougayilang Fishing Rod and Reel Combos,24-Ton Carbon Fiber Fishing Poles with Baitcasting Reel,7.0:1 Gear for Travel Freshwater","['B07H77BVLY', 'B07H5DJKQY']",Sougayilang,$65.99-$69.99,28 ratings,3.9 out of 5,"['#31,451 in Sports & Outdoors (', ')']","['B07HNH7YHX', '#31,451 in Sports & Outdoors (', ')']"
B07C5L6YYZ,"Sougayilang Baitcasting Fishing Rod with Reel Combos, Medium Power Portable Carbon Travel Fishing Pole","['B07KSQ32B8', 'B07C5L6YYZ']",Sougayilang,null,35 ratings,3.3 out of 5,"['#254,487 in Sports & Outdoors (', ')']","['1.6 pounds (', ')', 'B07C5L6YYZ', '#254,487 in Sports & Outdoors (', ')']"
B07Y1JZW6L,"Sougayilang Fishing Rod, 24-Ton Carbon Fiber Telescopic Fishing Pole, Spinning & Casting Rod Designed for Bass, for Fresh & Saltwater","['B07Y1J2181', 'B07Y1JW5GY']",Sougayilang,$39.99-$45.99,14 ratings,4.7 out of 5,"['#132,155 in Sports & Outdoors (', ')']","['B07Y1KMXB6', '#132,155 in Sports & Outdoors (', ')']"
B01EM50IOG,Wakeman Charter Series Fly Fishing Combo with Carry Bag - Black - 80-FSH8000,null,Wakeman,null,130 ratings,4 out of 5,"['#11,336 in Sports & Outdoors (', ')']","['35 x 4.5 x 7.5 inches ; 1.9 pounds', '2 pounds (', ')', 'B01EM50IOG', 'for Proposition 65 warning.', '80-FSH8000', '#11,336 in Sports & Outdoors (', ')']"
B07R2KKNWN,"Magreel Fly Rod and Reel Combo with Portable Lightweight 4 Piece Fly Fishing Rod 9ft, Aluminum Fly Reel, 12Pcs Fly Flies and Fishing Line Scissors with a Travel Case",null,Magreel,$72.99,6 ratings,4 out of 5,"['#289,819 in Sports & Outdoors (', ')']","['3.7 pounds (', ')', 'B07R2KKNWN', '#289,819 in Sports & Outdoors (', ')']"
B07RHPYPKC,Amitfo Fishing Rods Pocket Fishing Rod and Reel Combos Integrated Telescopic Fishing Rod with Line Youth Fishing Gear Mini Fishing Pole for Kids,null,Amitfo,null,6 ratings,4.5 out of 5,"['#72,349 in Sports & Outdoors (', ')']","['1.2 pounds (', ')', 'B07RHPYPKC', '#72,349 in Sports & Outdoors (', ')']"
B01L9A9ARI,BLISSWILL Fishing Gear Fishing Rod and Reel Combos Pocket Telescopic Rod Compatible Integrated Fishing Rod with Fishing Line Portable Fishing Rods,null,BLISSWILL,null,63 ratings,3.3 out of 5,"['#29,288 in Sports & Outdoors (', ')']","['10.6 x 3.9 x 3.9 inches ; 1.19 pounds', '1.2 pounds (', ')', 'B01L9A9ARI', '#29,288 in Sports & Outdoors (', ')']"
B01LWMOOA0,"M MAXIMUMCATCH Maxcatch Extreme Fly Fishing Combo Kit 3/5/6/8 Weight, Starter Fly Rod and Reel Outfit, with a Protective Travel Case","['B01MXZVEB1', 'B07VKS78XV', 'B01LWMOOA0', 'B01N0SH97L']",M MAXIMUMCATCH,null,74 ratings,3.9 out of 5,"['#35,758 in Sports & Outdoors (', ')']","['2.29 pounds', '2.3 pounds', 'B01LWMOOA0', '#35,758 in Sports & Outdoors (', ')']"
B07DGXQQ1T,"Sougayilang Telescopic Fishing Rod - 24 Ton Carbon Fiber Ultralight Fishing Pole with CNC Reel Seat, Portable Retractable Handle, Stainless Steel Guides for Bass Salmon Trout Fishing",null,Sougayilang,$22.99-$37.99,127 ratings,4.1 out of 5,"['#18,695 in Sports & Outdoors (', ')']","['B07HRGCV9J', '#18,695 in Sports & Outdoors (', ')']"
B07JR8FJGB,Leo Light Weight Kids Fishing Pole Telescopic Fishing Rod and Reel Combos with Full Kits Lure Case and Carry Bag for Youth Fishing and Beginner,"['B07DYM7694', 'B07JR8FJGB']",Leo,null,52 ratings,3.6 out of 5,"['#51,885 in Sports & Outdoors (', ')']","['14.4 ounces', '14.4 ounces (', ')', 'B07JR8FJGB', '#51,885 in Sports & Outdoors (', ')']"
B07QRFQP9H,Aventik Light Quality Hard Cordura Fishing Rod Case with Carry Strap Fly Rods Tube,null,Aventik,null,null,null,"['#593,220 in Sports & Outdoors (', ')']","['B07QRFQP9H', '#593,220 in Sports & Outdoors (', ')']"
B07MTSP24W,Wakeman Outdoors Fly Fishing Pole – 3 Piece Collapsible 97-Inch Fiberglass and Cork Rod and Ambidextrous Reel Combo with Carry Case and Accessories,null,Wakeman,null,2 ratings,5 out of 5,"['#65,894 in Sports & Outdoors (', ')']","['35 x 7 x 3 inches ; 2.02 pounds', '2.2 pounds (', ')', 'B07MTSP24W', '80-FSH5046', '#65,894 in Sports & Outdoors (', ')']"
B07ZWTXYWM,Toasis Fishing Rod Carrier Bag Fishing Pole Carrying Case,null,Toasis,$28.68,null,null,"['#154,696 in Sports & Outdoors (', ')']","['2.8 pounds (', ')', 'B07ZWTXYWM', '#154,696 in Sports & Outdoors (', ')']"
B074KMXSHN,Redington Fly Fishing Combo Kit 890-4 Crosswater Outfit with Crosswater Reel 8 Wt 9-Foot 4pc,null,REDINGTON,$149.00,33 ratings,4.4 out of 5,"#115,253 in Home & Kitchen (","['31.5 x 2 x 2 inches', '2 pounds', '2.25 pounds (', ')', 'unisex', 'Far Bank Enterprises -- Dropship', 'B074KMXSHN', '5-5025K-890-4', '4.4 out of 5 stars']"
B00F0KMC4M,Shakespeare Ugly Stik GX2 Fishing Rod and Spinning Reel Combo,null,Ugly Stik,$39.96-$80.45,847 ratings,3.9 out of 5,"['#1,299 in Sports & Outdoors (', ')']","['B07ZZQW7H6', '#1,299 in Sports & Outdoors (', ')']"
B077QPR2DB,"Clam 112045 Rod Locker (Holds up to 6 ice Combos), L 34 x W 9 x H 5",null,Clam Corporation,$72.50,3 ratings,3.7 out of 5,"['#148,990 in Sports & Outdoors (', ')']","['34 x 9 x 5 inches ; 1 pounds', '5.2 pounds (', ')', 'B077QPR2DB', '4347377387', '#148,990 in Sports & Outdoors (', ')']"
B07HFRJ7VL,CAPACI Fishing Rod Reel Combos Carbon Fiber Portable Telescopic Fishing Pole with Full Kits Carrier Bag for Travel Saltwater Freshwater,"['B07HFR5DX8', 'B07HFQSKBC', 'B07HFRJ7VL']",CAPACI,$19.80-$48.80,43 ratings,3.8 out of 5,"['#82,577 in Sports & Outdoors (', ')']","['B07HFSV65W', '#82,577 in Sports & Outdoors (', ')']"
B07H55SZY3,"win-full Fishing Rod Case, Portable Folding Fishing Rod Case Fishing Pole Reel Storage Bag Fishing Gears Organizer","['B07H5491TK', 'B07H55SZY3', 'B07H56X4R9', 'B07H55CMVX']",win-full,null,null,null,"#1,641,843 in Home & Kitchen (","['-', 'B07H55SZY3']"
B00B5KH0XE,"BW Sports Dual Fly Rod and Reel Case for (2) 9 ft. Fly Rods, Offers Complete Rod & Reel Protection - RC-2000","['B00AALITJS', 'B00B5KH0XE']",BW Sports,null,51 ratings,4.3 out of 5,"['#227,189 in Sports & Outdoors (', ')']","['4 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item is not eligible for international shipping.', 'B00B5KH0XE', 'RC-2000B', '#227,189 in Sports & Outdoors (', ')']"
B07FFSG189,PLUSINNO Fishing Line Spooler Spooling Station System Machine Multifunction Baitcasting Reel Spooler Fishing Line Winder,"['B07FFSG189', 'B07QYYXPR4']",PLUSINNO,null,211 ratings,4.3 out of 5,"['#8,390 in Sports & Outdoors (', ')']","['1.1 pounds (', ')', 'B07FFSG189', '#8,390 in Sports & Outdoors (', ')']"
B07SH16X5C,"Blackfin Rods Fin #88 - Fast Action Stand Up- 100% E-Glass Blanks, Handcrafted in The USA,- Perfect for trolling Small Lures and j-Hooks",null,Blackfin,null,1 rating,5 out of 5,"['#1,132,907 in Sports & Outdoors (', ')']","['1 pounds (', ')', 'B07SH16X5C', '#1,132,907 in Sports & Outdoors (', ')']"
B07M6C8NYW,Sougayilang Unicorn baitcasting Travel Fishing Rod Reel Combos with AAA Portuguese Cork handle-4PC Protable Travel Fishing Pole,"['B07MKWB6X3', 'B07MKW8VJP', 'B07M6C8NYW', 'B07LBK36WG', 'B07MW1RRK5', 'B07MVZPQNW']",Sougayilang,$39.99-$75.99,15 ratings,3.5 out of 5,"['#128,910 in Sports & Outdoors (', ')']","['B07MPMY2PP', '#128,910 in Sports & Outdoors (', ')']"
B002JPQU8K,GCI Outdoor Quick-E-Seat Folding Tripod Field Chair with Backrest,"['B002JPQU8K', 'B00140Y4JS']",GCI Outdoor,null,683 ratings,4.4 out of 5,"['#14,351 in Sports & Outdoors (', ')']","['4.7 x 5.5 x 26.8 inches ; 3 pounds', '4.4 pounds (', ')', 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'This item can be shipped to select countries outside of the U.S.', 'B002JPQU8K', '19010', '#14,351 in Sports & Outdoors (', ')']"
B07F2JGBRY,KastKing Fishing Tackle Bags - Large Saltwater Resistant Fishing Bags - Waterproof Fishing Tackle Storage Bags - 3600 3700 Tackle Box,"['B07F2HV28F', 'B07XRFSFPN', 'B07F2JGBRY', 'B07XRP5887', 'B07F2MXR6W', 'B07FH7BYTY', 'B07KVNPZS2']",KastKing,null,426 ratings,4.8 out of 5,"['#3,862 in Sports & Outdoors (', ')']","['19.7 x 13 x 10.6 inches', '4.8 pounds (', ')', 'B07F2JGBRY', 'KKTB-LU-378365', '#3,862 in Sports & Outdoors (', ')']"
B07K6QNWC6,"Dioche Fishing Rod Cover, Cotton Cloth Fishing Rod Sleeve Pole Cover Rod Protector Case Fishing Pole Bag","['B07K6QNWC6', 'B07K6PY5C7']",Dioche,null,1 rating,2 out of 5,"['#513,578 in Sports & Outdoors (', ')']","['3.9 x 3.9 x 3.9 inches', '0.8 ounces (', ')', 'B07K6QNWC6', '#513,578 in Sports & Outdoors (', ')']"
B07L4C6D7R,Leo Folding Fishing Rod Case Canvas Fishing Pole Tools Storage Bag Fishing Gear Tackle ，Carrying Case for Travel,null,Leo,$23.99,12 ratings,4.1 out of 5,"['#33,984 in Sports & Outdoors (', ')']","['1.9 pounds (', ')', 'B07L4C6D7R', '#33,984 in Sports & Outdoors (', ')']"
B079DQDY6V,"Kids Fishing Pole,Telescopic Fishing Rod and Reel Combos with Spincast Fishing Reel and String with Fishing Line","['B079DQDY6V', 'B07JWDYW17', 'B07JMSG7KB', 'B07JM3JTC1']",PLUSINNO,$26.99-$36.99,217 ratings,4.6 out of 5,"['#4,192 in Sports & Outdoors (', ')']","['B079DNGRST', '#4,192 in Sports & Outdoors (', ')']"
B0813JV2LN,Lixada 55 Inch Fishing Rod Bag Portable Folding Fishing Pole Tackle Protective Cover Case Storage Bag,"['B0813JV2LN', 'B0813JLB41']",Lixada,$15.99,null,null,"['#220,082 in Sports & Outdoors (', ')']","['11.7 ounces (', ')', 'B0813JV2LN', '#220,082 in Sports & Outdoors (', ')']"
B077BFM4SP,"Fishpond Dakota Carry-On Rod & Reel Case, 31"", Granite",null,fishpond,$189.95,2 ratings,5 out of 5,"['#73,201 in Sports & Outdoors (', ')']","['35 x 13 x 6 inches ; 5.1 pounds', '5.2 pounds (', ')', 'B077BFM4SP', 'Fishpond', '#73,201 in Sports & Outdoors (', ')']"
B072JTJNYG,BlueStraw Fishing Rod Belts Ties Stretchy Magic Bait Casting Spinning Rod Straps Holders Fishing Tackle Tie Bag Accessories 6pcs （Random Color）,null,BlueStraw,null,108 ratings,4.4 out of 5,"['#22,004 in Sports & Outdoors (', ')']","['1.4 ounces (', ')', 'B072JTJNYG', '#22,004 in Sports & Outdoors (', ')']"
